StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,prolificid,moral_concern_1_1,moral_concern_1_2,moral_concern_1_3,moral_concern_1_4,moral_concern_1_5,moral_concern_1_6,moral_concern_1_7,moral_concern_1_8,moral_concern_1_9,moral_concern_1_10,moral_concern_1_11,moral_concern_1_12,moral_concern_1_13,moral_concern_1_14,moral_concern_1_15,moral_concern_1_16,moral_concern_1_17,moral_concern_1_18,moral_concern_1_19,moral_concern_1_20,moral_concern_1_21,moral_concern_1_22,moral_concern_1_23,moral_concern_1_24,moral_concern_1_25,moral_concern_1_26,moral_concern_1_27,moral_concern_1_28,moral_concern_1_29,moral_concern_1_30,moral_concern_1_31,moral_concern_1_32,moral_concern_1_33,moral_concern_1_34,moral_concern_1_35,moral_concern_1_36,moral_concern_1_37,moral_concern_1_38,moral_concern_1_39,moral_concern_1_40,moral_concern_1_41,moral_concern_1_42,moral_concern_1_43,moral_concern_1_44,moral_concern_1_45,moral_concern_1_46,moral_concern_1_47,moral_concern_1_48,moral_concern_1_49,moral_concern_1_50,moral_concern_1_51,moral_concern_1_52,moral_concern_1_53,moral_concern_1_54,moral-concern_2_1,moral-concern_2_2,moral-concern_2_3,moral-concern_2_4,moral-concern_2_5,moral-concern_2_6,moral-concern_2_7,moral-concern_2_8,moral-concern_2_9,moral-concern_2_10,moral-concern_2_11,moral-concern_2_12,moral-concern_2_13,moral-concern_2_14,moral-concern_2_15,moral-concern_2_16,moral-concern_2_17,moral-concern_2_18,moral-concern_2_19,moral-concern_2_20,moral-concern_2_21,moral-concern_2_22,moral-concern_2_23,moral-concern_2_24,moral-concern_2_25,moral-concern_2_26,moral-concern_2_27,moral-concern_2_28,moral-concern_2_29,moral-concern_2_30,moral-concern_2_31,moral-concern_2_32,moral-concern_2_33,moral-concern_2_34,moral-concern_2_35,moral-concern_2_36,moral-concern_2_37,moral-concern_2_38,moral-concern_2_39,moral-concern_2_40,moral-concern_2_41,moral-concern_2_42,moral-concern_2_43,moral-concern_2_44,moral-concern_2_45,moral-concern_2_46,moral-concern_2_47,moral-concern_2_48,moral-concern_2_49,moral-concern_2_50,moral-concern_2_51,moral-concern_2_52,moral-concern_2_53,moral-concern_2_54,reduce_meat_1,reduce_meat_2,reduce_meat_3,reduce_meat_4,reduce_meat_5,reduce_meat_6,reduce_meat_7,reduce_meat_8,reduce_meat_9,reduce_meat_10,diet,diet_5_TEXT,breakfast_meat,lunch_meat,dinner_meat,age,gender,gender_9_TEXT,nationality,religious,politics,comment
09-04-21 17:50,09-04-21 17:55,0,100,333,1,09-04-21 17:55,R_9RAaHgeUaB18ZjP,NA,NA,NA,NA,anonymous,EN,5f497db4e8a2f84ea5265ef5,9,7,8,7,7,7,7,7,7,7,7,9,1,3,1,7,7,7,8,7,7,7,7,7,7,7,7,7,9,7,9,9,9,7,7,7,7,7,7,9,7,8,8,9,8,1,1,1,7,7,7,7,7,7,9,7,7,7,7,7,7,7,7,7,7,9,1,3,1,7,7,3,7,7,7,7,7,7,7,7,7,7,8,7,9,9,9,7,7,7,7,7,7,9,7,7,7,7,7,1,1,1,7,7,7,7,7,7,2,2,2,1,1,1,1,1,1,1,1,,1,3,6,30,0,,183,0,1,
09-04-21 17:48,09-04-21 17:55,0,100,459,1,09-04-21 17:55,R_XN5XxokApiRyUlX,NA,NA,NA,NA,anonymous,EN,5f46bca0979ac307d9b278f8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,3,4,7,3,1,2,2,3,3,2,2,3,2,2,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,2,5,7,2,2,2,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,3,28,0,,183,1,0,
09-04-21 17:47,09-04-21 17:56,0,100,526,1,09-04-21 17:56,R_RC9rarvkJnZX745,NA,NA,NA,NA,anonymous,EN,602c178f090088476ec17008,7,7,5,6,4,3,3,3,6,3,2,5,2,2,2,3,3,2,3,5,3,2,4,2,2,2,2,4,4,4,9,9,9,6,6,6,5,6,7,5,4,4,6,8,6,2,2,2,3,3,2,4,2,3,7,5,5,4,2,2,3,2,2,2,2,5,2,2,2,2,3,2,2,3,3,3,4,2,2,2,2,4,5,5,9,9,9,6,7,6,6,5,6,6,6,6,7,7,6,2,2,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,1,,1,8,7,18,0,,183,0,-1,
09-04-21 17:47,09-04-21 17:56,0,100,490,1,09-04-21 17:56,R_12i3LWgT7aaUx0p,NA,NA,NA,NA,anonymous,EN,5e529025f1ecb42a44a8eac4,8,7,8,3,6,2,5,2,4,1,8,6,2,1,1,1,4,5,1,3,5,7,2,4,2,7,4,8,1,8,9,8,8,9,8,7,2,4,6,9,9,7,9,8,2,1,1,1,6,3,1,9,6,7,8,7,7,1,2,1,5,2,5,1,1,1,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,7,1,7,9,1,9,9,8,7,2,4,6,9,9,8,8,8,6,1,1,1,4,1,1,9,3,7,2,2,2,2,2,1,1,1,1,1,1,,1,7,8,30,0,,183,0,2,
09-04-21 17:48,09-04-21 17:56,0,100,460,1,09-04-21 17:56,R_2ZK8ZRAXnHE08Jf,NA,NA,NA,NA,anonymous,EN,5c9224087a7067000190b119,5,5,5,5,5,5,3,5,5,3,3,3,3,3,3,5,3,3,3,3,5,5,5,5,3,3,5,5,5,5,9,8,9,8,8,8,8,7,8,1,8,8,8,8,8,6,6,6,2,2,1,3,4,3,5,5,5,5,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,2,3,5,5,5,9,8,9,8,8,8,8,7,8,1,7,8,8,8,8,6,6,6,4,2,1,5,4,3,1,1,1,2,2,2,2,2,2,2,1,,1,3,3,50,0,,183,0,-1,
09-04-21 17:48,09-04-21 17:56,0,100,495,1,09-04-21 17:56,R_241p8bIUU0fl960,NA,NA,NA,NA,anonymous,EN,5fb91830578cc16fd8c3e009,8,7,6,5,6,5,6,5,6,3,4,9,1,2,5,9,5,4,4,7,9,6,7,5,4,9,6,9,9,9,9,9,9,5,4,7,9,5,6,2,7,6,9,9,8,3,3,2,7,4,6,8,9,6,9,7,6,6,5,6,6,5,5,3,4,9,1,4,4,9,4,4,4,7,9,5,6,4,6,7,4,8,9,9,9,9,9,7,7,8,8,5,7,4,6,7,9,9,7,3,2,2,6,6,6,8,6,6,2,2,2,2,2,2,2,2,2,2,1,,1,4,4,50,0,,183,0,-2,
09-04-21 17:48,09-04-21 17:56,0,100,449,1,09-04-21 17:56,R_Rq0TM4j32hmFgC5,NA,NA,NA,NA,anonymous,EN,5f63a7b708a0080d2e2bbaab,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,7,8,7,7,7,7,7,7,8,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,8,8,7,7,7,7,7,7,7,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,5,8,40,1,,183,0,-2,"Because of the evangelising contained within this study, I will now buy and eat a steak for lunch this weekend. Your place as a researcher is to study society, not to use research as a propaganda platform."
09-04-21 17:46,09-04-21 17:56,0,100,565,1,09-04-21 17:56,R_1eQtxO90156DMsk,NA,NA,NA,NA,anonymous,EN,607063384618ba749d11f95b,9,7,8,5,6,5,5,5,5,1,3,8,1,2,1,6,3,2,2,5,7,4,6,3,5,1,5,5,7,8,9,8,9,6,6,8,6,5,6,6,7,7,6,9,6,5,1,1,3,3,2,7,7,1,7,5,5,4,4,5,4,4,5,2,3,5,1,1,1,4,2,1,2,5,7,3,6,3,4,1,3,4,7,7,9,8,9,5,6,7,5,5,5,5,5,5,5,9,5,1,1,1,4,2,2,7,6,1,2,2,2,2,2,2,2,2,2,2,1,,1,4,8,30,1,,183,1,-3,No
09-04-21 17:48,09-04-21 17:56,0,100,462,1,09-04-21 17:56,R_3ITdwdsa1xoX3He,NA,NA,NA,NA,anonymous,EN,5d5d85e3e678b00016c1e436,8,6,6,7,5,5,5,5,5,1,5,7,1,3,1,5,6,2,5,7,7,6,7,5,2,3,4,7,7,7,9,9,9,8,8,8,8,8,8,7,8,8,8,9,7,3,2,1,4,2,2,6,7,5,5,6,6,6,5,5,5,5,5,3,4,6,1,3,1,6,4,3,3,6,6,6,7,5,1,4,4,6,7,7,9,9,9,8,8,8,7,8,8,7,8,8,8,9,7,3,3,1,6,5,4,6,6,5,1,1,1,1,1,1,1,1,1,1,1,,6,6,8,30,0,,183,1,1,"Just to note I was a vegan for approx 3 years and a vegetarian for longer. I wouldn't recommend it and don't believe the answer is less meat but instead more sustainable agriculture, eating local/seasonal, better animal welfare and increased emphasis on soil quality and biodiversity."
09-04-21 17:50,09-04-21 17:56,0,100,367,1,09-04-21 17:56,R_1d17hWDaJ3dEbgP,NA,NA,NA,NA,anonymous,EN,602d199e0f39e667e05a89ca,4,5,5,6,7,5,7,6,5,6,6,6,8,5,8,6,7,8,8,6,4,5,5,6,7,7,4,6,4,3,1,2,1,3,2,2,2,3,2,4,1,2,1,2,2,4,3,5,6,7,7,3,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,7,6,8,6,4,5,4,1,5,4,6,5,5,5,4,1,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,1,1,1,1,,1,2,7,18,0,,183,0,0,
09-04-21 17:48,09-04-21 17:56,0,100,474,1,09-04-21 17:56,R_3KQ5gDjcrEhnNqr,NA,NA,NA,NA,anonymous,EN,5a6759ad35f26b0001496694,9,9,8,8,7,9,6,7,8,2,6,6,2,1,1,5,7,3,5,7,7,3,4,3,1,2,3,3,9,7,9,9,9,5,4,9,4,3,5,4,7,7,6,4,2,1,1,1,5,8,4,8,7,8,9,9,8,8,6,7,7,7,7,2,4,3,2,1,2,5,6,2,5,7,6,2,3,3,1,2,2,5,8,7,9,9,9,4,4,9,4,3,4,4,4,5,5,3,3,1,1,1,4,8,4,8,7,8,2,2,2,2,2,2,2,2,2,2,3,,1,1,1,28,0,,183,0,0,
09-04-21 17:49,09-04-21 17:56,0,100,395,1,09-04-21 17:56,R_2uQe6fMb3sUjevY,NA,NA,NA,NA,anonymous,EN,5977986837d15f00016f1d08,9,9,9,9,9,8,9,8,9,8,9,9,1,7,9,9,9,9,7,9,9,9,7,5,1,9,9,9,9,9,9,9,9,8,7,8,8,8,8,9,9,9,9,8,5,1,1,1,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,8,9,9,1,9,8,8,9,8,7,8,9,8,7,7,1,8,9,9,9,9,9,8,9,8,8,8,8,8,8,9,9,7,9,9,5,1,1,1,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,,2,2,4,45,0,,183,1,-2,
09-04-21 17:49,09-04-21 17:56,0,100,450,1,09-04-21 17:56,R_3QLio05fRK7ZLeU,NA,NA,NA,NA,anonymous,EN,5c61eaccf98b760001b08bcf,9,9,8,8,7,8,8,8,8,2,4,9,5,4,1,7,8,6,6,7,8,7,7,4,3,9,7,8,9,8,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,5,7,6,5,3,4,9,8,3,9,9,7,7,7,8,7,7,7,4,6,9,3,4,2,7,7,6,4,7,7,7,7,4,3,8,4,7,8,7,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,5,6,5,5,4,3,8,8,5,2,2,2,2,2,2,2,2,2,2,1,,2,5,5,35,0,,183,0,-2,
09-04-21 17:50,09-04-21 17:56,0,100,369,1,09-04-21 17:56,R_31NuroBePz7VECl,NA,NA,NA,NA,anonymous,EN,5e809c3515980f776e56a493,3,3,4,3,3,5,3,4,3,4,5,5,4,3,3,3,4,3,4,4,3,3,4,4,4,5,4,3,4,3,8,7,8,6,5,6,3,5,6,8,5,5,4,5,5,2,1,1,5,3,5,6,4,4,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,8,7,7,5,5,6,3,5,6,8,7,5,5,6,6,2,1,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,4,5,48,1,,183,0,-1,
09-04-21 17:49,09-04-21 17:56,0,100,441,1,09-04-21 17:56,R_3rThchf5qAQsW0F,NA,NA,NA,NA,anonymous,EN,5973a2a29ffbd500014af4b7,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,1,3,2,3,4,4,9,9,9,6,6,7,6,5,6,5,8,6,8,7,8,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,1,3,2,3,3,3,9,9,9,6,5,5,5,5,5,5,7,5,6,7,7,1,1,1,4,3,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,,1,4,6,37,0,,183,0,0,
09-04-21 17:51,09-04-21 17:56,0,100,300,1,09-04-21 17:56,R_2y7qyBvlF6PYFWq,NA,NA,NA,NA,anonymous,EN,6043d354aefb70408f6aeb94,7,7,7,6,7,7,7,6,7,6,6,6,2,3,4,8,6,6,6,7,7,6,6,6,6,6,6,7,8,8,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,2,2,2,6,3,1,8,8,5,7,7,6,6,7,7,6,6,6,6,6,6,4,2,4,8,6,6,6,6,7,6,6,6,6,5,6,6,8,7,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,2,2,2,7,4,3,8,8,5,2,2,2,2,2,2,2,2,2,2,4,,1,1,1,29,9,Non-binary,183,0,-3,
09-04-21 17:50,09-04-21 17:57,0,100,403,1,09-04-21 17:57,R_3UVLGEC4i4n2IP7,NA,NA,NA,NA,anonymous,EN,603badf1db90428922ea7260,6,5,7,4,4,4,5,5,4,3,5,4,3,2,3,3,4,3,4,4,7,6,4,6,3,3,5,7,6,6,9,9,9,7,6,6,7,3,7,4,7,6,9,7,7,1,1,1,5,7,5,7,7,3,6,5,7,4,4,4,4,5,5,3,3,4,2,3,3,4,4,2,4,4,6,6,5,5,2,3,4,6,7,6,9,9,9,6,8,7,6,4,3,6,7,7,8,8,7,1,1,1,5,5,4,5,8,6,2,2,2,2,2,1,1,1,1,1,1,,3,4,6,54,1,,183,0,0,None
09-04-21 17:49,09-04-21 17:57,0,100,478,1,09-04-21 17:57,R_2UXi9YXhVIWZ9GB,NA,NA,NA,NA,anonymous,EN,6039a2b7d98e9549372004bc,8,8,8,8,8,8,7,8,8,6,7,2,3,2,2,3,5,2,7,7,8,7,6,7,6,2,7,6,7,8,9,9,9,8,8,8,8,8,8,7,8,8,8,8,8,4,2,3,5,4,3,5,5,6,8,8,8,8,8,8,6,8,8,4,6,6,3,2,2,6,5,2,7,6,8,6,6,5,5,3,5,6,8,8,9,9,9,8,8,8,8,8,8,7,7,8,8,8,8,2,2,3,6,4,1,6,6,2,2,2,2,2,2,2,2,2,2,2,1,,2,5,6,25,1,,183,0,-2,
09-04-21 17:48,09-04-21 17:57,0,100,524,1,09-04-21 17:57,R_1rPkIzpqBnNUJco,NA,NA,NA,NA,anonymous,EN,5ebb21fd8f5bae0e6035986a,3,6,6,5,5,4,5,6,5,3,5,4,3,3,3,4,3,3,4,5,5,5,4,3,3,1,5,5,6,5,7,7,7,5,5,6,5,6,2,6,5,6,7,6,5,1,1,1,5,5,4,4,6,1,3,5,4,3,4,3,4,5,3,2,2,3,2,1,2,3,2,2,2,4,5,1,2,2,1,1,3,5,7,6,7,6,7,6,5,5,5,5,1,5,5,6,6,4,5,1,1,1,4,3,2,4,6,3,2,2,2,2,2,1,1,1,1,1,1,,1,5,8,53,1,,183,0,-1,
09-04-21 17:50,09-04-21 17:57,0,100,393,1,09-04-21 17:57,R_AdhMcW27taWqVtT,NA,NA,NA,NA,anonymous,EN,5ebeec710b1fd210d6912734,6,6,5,3,4,4,3,3,4,2,2,2,2,2,3,3,4,2,4,4,4,3,3,2,2,2,2,3,5,4,8,7,9,6,6,6,6,6,6,5,7,7,5,7,7,3,3,3,5,3,3,6,6,2,7,6,4,3,4,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,4,4,3,2,2,2,3,3,6,4,8,7,9,6,6,6,6,6,6,6,7,6,6,7,7,4,3,3,6,3,2,5,6,5,2,2,2,2,2,2,2,2,2,2,3,,1,1,1,43,1,,183,0,-1,
09-04-21 17:49,09-04-21 17:57,0,100,490,1,09-04-21 17:57,R_10TTaIMlBKDfDRI,NA,NA,NA,NA,anonymous,EN,5ced93a3f0e9da0017902946,7,7,6,6,7,6,6,7,6,6,6,7,5,5,6,6,6,5,5,6,7,8,6,6,6,6,5,6,7,7,9,8,9,8,8,8,8,7,8,7,8,8,8,8,8,2,1,1,7,6,4,7,7,3,6,6,6,6,6,6,6,6,6,5,6,7,5,5,5,6,5,5,5,6,6,6,6,5,5,5,6,6,6,6,9,8,9,8,8,8,8,7,8,8,8,8,8,8,8,2,1,1,6,6,5,7,7,4,2,2,2,2,2,2,2,1,1,1,1,,1,3,6,50,0,,183,1,0,
09-04-21 17:50,09-04-21 17:57,0,100,397,1,09-04-21 17:57,R_3erF5SsJlJVHQoy,NA,NA,NA,NA,anonymous,EN,5ecc3a285a04af439dca846d,9,9,9,7,8,9,8,9,9,6,4,8,1,2,1,6,7,4,6,9,9,4,9,5,6,4,5,8,9,9,9,9,9,7,8,8,8,6,9,5,9,8,9,8,9,1,1,1,7,3,1,7,7,5,9,8,9,7,9,9,8,9,9,2,4,6,2,2,3,7,5,2,5,9,9,3,9,2,5,3,6,8,9,9,9,9,9,9,9,9,8,7,9,5,8,8,9,8,9,1,1,1,7,3,1,6,7,4,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,19,0,,183,0,0,
09-04-21 17:50,09-04-21 17:57,0,100,406,1,09-04-21 17:57,R_1LkBJ8kiBUDfICU,NA,NA,NA,NA,anonymous,EN,5c2004c3da51990001e165b2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,,1,1,4,40,1,,183,0,-1,
09-04-21 17:48,09-04-21 17:57,0,100,531,1,09-04-21 17:57,R_1n2By691pBuLhyi,NA,NA,NA,NA,anonymous,EN,5ff99343d1a7a0289a52721b,7,4,9,8,2,2,2,3,2,1,1,1,1,1,2,5,2,1,7,8,7,4,6,6,1,1,1,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,3,9,7,7,9,9,6,7,8,3,3,2,2,2,2,1,1,1,1,1,1,3,2,1,3,7,5,3,4,3,1,2,1,7,8,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,2,4,4,7,7,1,1,1,1,1,1,1,1,1,1,1,,1,3,4,28,0,,183,1,-2,
09-04-21 17:50,09-04-21 17:57,0,100,393,1,09-04-21 17:57,R_2VwrZKJxzMBzA7C,NA,NA,NA,NA,anonymous,EN,56379999dc62e5000dcb48c1,8,8,8,6,7,8,7,8,8,7,6,8,5,4,4,7,7,7,3,8,8,7,5,7,3,7,7,7,8,8,9,8,9,9,8,8,8,7,8,8,9,8,9,8,9,4,1,1,8,8,7,8,8,6,5,5,5,5,5,5,6,6,5,4,5,7,6,4,3,5,4,5,4,7,5,5,4,5,2,4,5,6,5,7,9,9,9,8,8,8,8,7,8,8,9,8,8,9,9,1,5,1,6,5,6,7,7,6,2,2,2,1,1,1,1,1,1,1,2,,1,6,6,63,0,,183,1,0,
09-04-21 17:51,09-04-21 17:57,0,100,399,1,09-04-21 17:57,R_77LdVyT60SQDgg9,NA,NA,NA,NA,anonymous,EN,60000d7b438a351baee5eeba,6,2,3,5,3,3,3,2,3,1,5,7,1,1,1,2,2,2,1,6,5,3,2,1,1,2,1,7,6,7,9,9,9,7,6,6,6,5,7,9,9,6,9,6,6,1,1,2,7,5,2,7,6,6,5,2,2,3,6,2,3,2,5,1,6,5,1,1,1,2,1,1,1,3,5,5,5,1,1,1,1,5,2,6,9,9,9,7,6,7,7,5,6,7,9,6,9,5,5,1,1,1,5,3,2,6,5,5,2,2,2,2,2,2,2,1,1,1,1,,2,4,3,43,1,,183,0,1,
09-04-21 17:50,09-04-21 17:57,0,100,441,1,09-04-21 17:57,R_3PAciRBveDbBdYO,NA,NA,NA,NA,anonymous,EN,60706484aa12c18a4947ac00,7,7,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,5,2,3,1,2,1,1,8,8,8,9,9,9,8,8,9,9,8,9,6,9,9,9,8,9,1,1,1,7,6,7,5,7,5,5,2,2,3,2,1,1,2,2,2,2,3,1,1,1,2,2,2,2,1,3,2,2,1,1,1,2,8,8,7,9,9,9,7,8,9,9,8,9,6,8,8,9,9,9,1,1,1,7,8,6,8,7,8,1,1,1,1,1,1,1,1,1,1,1,,1,5,7,18,1,,193,1,0,None
09-04-21 17:50,09-04-21 17:57,0,100,430,1,09-04-21 17:57,R_3iDy5B5UYUWuPwg,NA,NA,NA,NA,anonymous,EN,6063a417add500d8dd40b435,9,6,7,8,7,7,7,7,7,6,7,8,7,6,6,7,7,6,6,7,8,7,7,7,7,6,7,7,7,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,6,7,5,6,6,6,8,6,7,9,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,8,9,8,9,9,9,8,8,8,9,9,9,6,6,6,7,7,7,9,7,7,2,2,2,2,2,2,2,2,2,2,3,,1,1,1,19,0,,183,0,-1,
09-04-21 17:50,09-04-21 17:57,0,100,438,1,09-04-21 17:57,R_6VArgBQgoGVZBD3,NA,NA,NA,NA,anonymous,EN,5ebdc4b445a536101127ac71,7,5,4,6,3,1,5,6,4,2,6,1,1,2,1,2,3,2,1,1,7,1,3,1,1,1,3,5,4,7,7,7,9,6,8,5,7,4,6,3,6,9,6,8,7,1,1,1,1,5,3,7,7,1,6,1,2,5,1,1,5,2,3,1,3,5,1,1,1,1,2,1,1,3,6,1,3,1,1,1,3,4,5,5,7,7,9,6,6,4,6,4,6,1,6,6,6,7,7,1,1,1,1,5,3,6,7,1,2,2,2,2,2,1,1,1,1,1,1,,1,1,5,19,1,,183,1,0,
09-04-21 17:49,09-04-21 17:57,0,100,482,1,09-04-21 17:57,R_06PjOECQqtRtwf7,NA,NA,NA,NA,anonymous,EN,59f8719e8c95b80001362f88,3,5,6,3,3,3,4,3,3,3,3,7,2,1,1,3,5,4,1,8,8,5,3,2,1,4,1,8,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,6,1,9,8,9,9,8,8,3,3,5,3,3,3,3,3,3,3,3,5,3,1,1,4,3,3,1,7,8,5,3,3,1,3,1,8,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,1,9,8,8,9,8,8,2,1,1,1,1,1,1,1,1,1,1,,3,4,8,50,0,,183,1,-1,
09-04-21 17:50,09-04-21 17:58,0,100,447,1,09-04-21 17:58,R_2fePXXsHKjBRJrV,NA,NA,NA,NA,anonymous,EN,5a745be1000dab00018c02e2,7,7,7,7,7,7,7,7,7,5,7,5,2,5,3,7,7,3,7,7,7,7,7,7,4,4,7,7,7,7,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,8,8,7,7,5,7,8,6,7,7,7,7,7,7,7,7,7,5,7,7,3,4,4,7,7,3,7,7,7,7,7,7,5,5,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,7,6,7,8,6,2,2,2,2,2,2,2,2,2,2,1,,1,4,6,39,0,,183,1,-2,
09-04-21 17:48,09-04-21 17:58,0,100,596,1,09-04-21 17:58,R_1loZzFLdexQDZ1h,NA,NA,NA,NA,anonymous,EN,6070383cc28932c39f919053,9,9,9,4,6,4,4,4,3,1,1,5,3,1,1,3,6,3,3,6,8,3,8,5,1,2,1,9,8,9,9,9,9,5,6,7,5,5,5,5,5,5,5,9,6,1,1,1,2,3,2,4,4,1,9,9,7,3,4,3,3,3,4,1,1,5,2,1,1,3,3,1,2,5,8,3,7,4,1,1,1,8,8,9,9,9,9,4,6,7,4,5,5,5,5,5,5,8,6,1,1,1,3,3,2,3,4,1,2,2,2,2,1,1,1,1,1,1,1,,3,6,7,26,1,,183,0,1,
09-04-21 17:48,09-04-21 17:58,0,100,567,1,09-04-21 17:58,R_3HuVemuAbwvlCzp,NA,NA,NA,NA,anonymous,EN,5f312ec0687725067ffd15e9,8,6,7,7,7,6,7,7,6,6,6,6,6,5,5,6,7,6,5,7,8,6,6,5,5,5,5,7,8,8,9,9,9,8,9,8,7,8,8,7,9,8,9,9,9,6,5,7,9,8,7,8,9,7,7,6,7,6,6,6,6,7,6,5,6,5,6,5,5,6,5,5,5,7,6,6,5,5,5,5,5,7,8,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,9,7,7,6,7,7,7,8,8,7,2,2,2,2,2,2,2,2,2,2,3,,1,1,1,55,0,,183,0,0,
09-04-21 17:49,09-04-21 17:58,0,100,527,1,09-04-21 17:58,R_1QbWNnez3K4GvAA,NA,NA,NA,NA,anonymous,EN,5e234e6d06121f5eceaba7f1,7,5,6,5,5,5,5,5,5,5,4,2,2,5,4,5,NA,3,5,5,7,1,1,1,1,2,3,4,5,6,8,8,9,7,7,6,7,5,7,6,7,6,5,7,6,1,1,1,5,5,5,6,5,5,6,5,6,5,5,5,4,5,3,2,2,2,2,3,2,5,4,3,4,5,6,1,3,1,1,3,2,2,5,6,9,9,9,7,7,6,7,7,7,6,6,7,7,8,7,1,1,1,5,5,5,5,5,6,2,2,2,2,2,2,2,2,2,2,3,,1,1,1,51,0,,183,0,0,
09-04-21 17:48,09-04-21 17:58,0,100,598,1,09-04-21 17:58,R_3s5gFEhAtjUWpbO,NA,NA,NA,NA,anonymous,EN,5d3ad389cc3b0700159cf099,6,2,3,4,2,4,3,1,3,2,4,7,1,4,1,2,4,1,1,4,6,4,3,4,1,3,4,5,6,5,8,9,9,2,1,5,3,2,3,4,7,4,5,7,3,1,1,1,1,2,2,6,4,1,6,1,3,3,4,2,2,3,3,2,4,5,1,5,1,2,4,2,1,5,6,4,3,3,2,3,4,4,5,6,8,9,9,4,3,6,2,3,4,3,7,5,5,6,3,1,1,1,2,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,,1,1,5,33,0,,183,0,0,
